"Family","Species_number","Species_name","English_name","Clutch_size","Egg_mass","Mating_System","mass","wing","tarsus","bill","tail","Gender"
74,2987,"Coenocorypha aucklandica","Subantarctic Snipe",2.02,23.7,3,101.2,106.2,25.3,57.5,NA,"Male"
74,2988,"Limosa limosa","Black-tailed Godwit",3.86,39,2,264,207,72.9,92.1,71.3,"Male"
74,2989,"Limosa haemastica","Hudsonian Godwit",3.88,37.5,2,222,209,52.5,74.5,74.6,"Male"
74,2990,"Limosa lapponica","Bar-tailed Godwit",3.72,37,2,313,210,52.3,80.4,75,"Male"
74,2991,"Limosa fedoa","Marbled Godwit",3.95,44.5,2,320,228.9,70.4,96.6,85.1,"Male"
74,2994,"Numenius phaeopus","Whimbrel",3.7,50,2,368,242,58.3,78.6,94,"Male"
74,2995,"Numenius tahitiensis","Bristle-thighed Curlew",3.85,54.8,NA,378,230,58.2,82.8,94,"Male"
74,2997,"Numenius arquata","Eurasian Curlew",3.83,76,NA,662,292,78.5,118,109,"Male"
74,2998,"Numenius americanus","Long-billed Curlew",3.91,73,NA,640.1,279.3,83.2,145.3,117.1,"Male"
74,3000,"Bartramia longicauda","Upland Sandpiper",3.99,23.5,NA,144,166,48.5,28.9,79.8,"Male"
74,3001,"Tringa erythropus","Spotted Redshank",4,24.5,NA,142,167,55.9,57.4,62.7,"Male"
74,3002,"Tringa totanus","Common Redshank",3.92,22.3,NA,123,159,49.4,41.7,62.7,"Male"
74,3004,"Tringa nebularia","Common Greenshank",3.91,30.5,NA,172,191,60.2,55.1,71.2,"Male"
74,3006,"Tringa melanoleuca","Greater Yellowlegs",3.7,27.9,2,164,196,62.7,55.8,74.1,"Male"
74,3016,"Catoptrophorus semipalmatus","Willet",3.89,39.5,NA,273,205.2,64.9,59.4,79.4,"Male"
74,3025,"Calidris tenuirostris","Great Knot",NA,22,NA,156,185,35,42.1,64.3,"Male"
77,3061,"Chionis alba","Snowy Sheathbill",2.38,45.5,2,735,253,44,34.4,126,"Male"
77,3062,"Chionis minor","Black-faced Sheathbill",2.09,43.1,2,625,240,48.4,NA,112,"Male"
79,3064,"Burhinus oedicnemus","Eurasian Thick-knee",1.9,42,NA,475,241,NA,40.1,121,"Male"
79,3065,"Burhinus senegalensis","Senegal Thick-knee",2,32,NA,NA,221,71.4,47.2,114,"Male"
79,3070,"Burhinus grallarius","Bush Thick-knee",1.86,41.8,2,671.5,278.8,137,49.2,NA,"Male"
80,3073,"Haematopus ostralegus","Eurasian Oystercatcher",2.77,46.7,2,500,254,50.1,69.6,104,"Male"
80,3075,"Haematopus moquini","African Oystercatcher",3.88,55.8,NA,668,275,56.1,63.2,81.4,"Male"
80,3076,"Haematopus finschi","South Island Oystercatcher",2.33,44.2,2,517,253,47.2,80.3,98,"Male"
80,3077,"Haematopus bachmani","Black Oystercatcher",2.48,45.2,2,NA,245,51.9,68.3,NA,"Male"
80,3078,"Haematopus palliatus","American Oystercatcher",2.45,44.9,2,NA,254.4,55.7,83,103,"Male"
80,3079,"Haematopus longirostris","Pied Oystercatcher",2.08,49,2,602.3,274.7,56.6,73.8,108.4,"Male"
80,3080,"Haematopus unicolor","Variable Oystercatcher",2.4,48.2,2,717,273,56.5,82.8,106,"Male"
80,3081,"Haematopus fuliginosus","Sooty Oystercatcher",1.8,69.5,2,740.3,290.4,55.7,71.3,117.8,"Male"
80,3084,"Ibidorhyncha struthersii","Ibisbill",NA,37,NA,NA,233.5,NA,67.5,NA,"Male"
80,3091,"Recurvirostra avosetta","Pied Avocet",3.89,31.7,NA,NA,226,88.9,86.1,84.5,"Male"
80,3092,"Recurvirostra americana","American Avocet",3.78,28.7,NA,323.4,222.4,91.3,89.6,NA,"Male"
80,3095,"Pluvialis apricaria","Eurasian Golden-Plover",3.85,32.8,2,175,190,40.9,21.8,71.8,"Male"
80,3097,"Pluvialis dominica","American Golden-Plover",3.93,26,2,145,182,43.3,23.2,65.5,"Male"
80,3098,"Pluvialis squatarola","Grey Plover",3.96,34.2,2,240.4,197,46.8,28.9,73.3,"Male"
80,3137,"Vanellus vanellus","Northern Lapwing",3.85,25.5,NA,211,229,47.4,24.1,106,"Male"
80,3142,"Vanellus miles","Masked Lapwing",3.62,32,2,264.2,227.2,79.2,36.1,95.4,"Male"
80,3151,"Vanellus senegallus","Wattled Lapwing",2.5,23.3,NA,NA,236,89.5,34,96,"Male"
80,3156,"Vanellus gregarius","Sociable Lapwing",NA,26.5,NA,252,206,59.8,29.4,84.2,"Male"
80,3159,"Vanellus chilensis","Southern Lapwing",NA,27.8,NA,NA,232,74.6,NA,NA,"Male"
81,3161,"Dromas ardeola","Crab Plover",1,45,NA,NA,215,93.6,58.1,67.2,"Male"
82,3179,"Catharacta skua","Great Skua",2,111.7,NA,1735,411.9,74.4,54.7,NA,"Male"
82,3183,"Catharacta maccormicki","South Polar Skua",1.8,89.4,2,1277,410,62.4,49.4,150.3,"Male"
82,3184,"Stercorarius pomarinus","Pomarine Jaeger",1.96,66,2,648,363,53.7,39.8,202,"Male"
82,3186,"Stercorarius longicaudus","Long-tailed Jaeger",1.77,39.2,2,269.9,306,NA,NA,112,"Male"
82,3187,"Rynchops niger","Black Skimmer",3.5,26.9,NA,349,380,34.8,69.5,120,"Male"
82,3191,"Larus pacificus","Pacific Gull",2.2,98.4,2,1550,461.7,73.8,61.6,NA,"Male"
82,3196,"Larus heermanni","Heermann's Gull",1.52,58.6,NA,NA,347.3,NA,NA,142.3,"Male"
82,3199,"Larus canus","Mew Gull",2.8,51,2,413,360,51.1,34.5,139,"Male"
82,3200,"Larus audouinii","Audouin's Gull",2.49,67,NA,NA,408,59.1,49.6,149,"Male"
82,3201,"Larus delawarensis","Ring-billed Gull",2.88,58.6,3,566,382,58.3,41,138.1,"Male"
82,3204,"Larus dominicanus","Kelp Gull",2.35,84.2,2,1080.7,429,68.6,57.4,169.8,"Male"
82,3205,"Larus glaucescens","Glaucous-winged Gull",2.7,95.7,2,1180,405.5,67.3,63.3,180.6,"Male"
82,3207,"Larus livens","Yellow-footed Gull",2.63,99.66,NA,NA,427.6,71.42,21.77,NA,"Male"
82,3208,"Larus hyperboreus","Glaucous Gull",2.57,112.4,NA,1576,473,73.1,62.7,198,"Male"
82,3210,"Larus argentatus","Herring Gull",2.6,87.5,2,977,425,65.2,53.2,179,"Male"
82,3215,"Larus ichthyaetus","Great Black-headed Gull",2.11,112,NA,1245,505,80.3,64.3,195,"Male"
82,3219,"Larus novaehollandiae","Silver Gull",2.05,40.2,2,313,298,48,36.5,NA,"Male"
82,3232,"Larus pipixcan","Franklin's Gull",2.5,35.8,NA,281,288,41,29.6,103,"Male"
82,3239,"Rissa brevirostris","Red-legged Kittiwake",NA,49.4,NA,400,NA,NA,NA,NA,"Male"
82,3241,"Sterna caspia","Caspian Tern",2.35,65,NA,680,421,46.2,72.4,131,"Male"
82,3244,"Sterna elegans","Elegant Tern",1.03,36.48,NA,NA,316.9,29.8,64,155.2,"Male"
82,3248,"Sterna sandvicensis","Sandwich Tern",1.21,35,NA,NA,309,NA,NA,73.9,"Male"
82,3271,"Sterna fuscata","Sooty Tern",1,40.2,2,NA,294,NA,NA,201.9,"Male"
82,3278,"Anous minutus","Black Noddy",1,25.1,2,NA,226.5,21.7,44.1,120.1,"Male"
82,3284,"Alle alle","Dovekie",1,28,2,154,123.3,20.6,16.1,41.5,"Male"
82,3285,"Uria aalge","Common Murre",1,108,2,981,207,38.4,44.6,45,"Male"
82,3286,"Uria lomvia","Thick-billed Murre",1,98.5,2,961,224,37.2,14,46.6,"Male"
82,3289,"Cepphus grylle","Black Guillemot",1.83,50,2,376,164,31.4,33.3,49.2,"Male"
82,3292,"Brachyramphus marmoratus","Marbled Murrelet",1,59.8,NA,217,134.2,16.2,15.5,31.3,"Male"
82,3294,"Synthliboramphus hypoleucus","Xantus's Murrelet",1.8,37.2,NA,166.1,120.3,24.5,17,NA,"Male"
82,3299,"Cyclorrhynchus psittacula","Parakeet Auklet",NA,53.8,NA,292.3,147.4,30.6,15.8,NA,"Male"
82,3300,"Aethia cristatella","Crested Auklet",1,54.2,NA,267.7,143,29,12.6,37.5,"Male"
82,3303,"Cerorhinca monocerata","Rhinoceros Auklet",1,77.7,NA,510,182.9,30,18.3,NA,"Male"
82,3304,"Fratercula arctica","Atlantic Puffin",1,60,2,391,164,26.5,45.7,48,"Male"
82,3305,"Fratercula corniculata","Horned Puffin",1,75.9,2,NA,NA,NA,NA,NA,"Male"
82,3306,"Fratercula cirrhata","Tufted Puffin",1,87.9,NA,805.5,204.2,35.1,59.8,NA,"Male"
83,3307,"Pandion haliaetus","Osprey",2.5,72,2,1428,496,NA,NA,201,"Male"
83,3308,"Aviceda cuculoides","African Baza",2,32.5,NA,NA,288,NA,NA,NA,"Male"
83,3311,"Aviceda subcristata","Pacific Baza",2.5,29,2,307,334,NA,NA,198,"Male"
83,3315,"Chondrohierax uncinatus","Hook-billed Kite",NA,48.8,NA,260.5,286,NA,NA,NA,"Male"
83,3318,"Pernis apivorus","European Honey-buzzard",2,49,NA,734,404,NA,NA,251,"Male"
83,3323,"Elanoides forficatus","Swallow-tailed Kite",2.07,36.5,NA,542,431,NA,NA,334,"Male"
83,3328,"Elanus leucurus","White-tailed Kite",4.1,23.5,NA,294.8,316.4,NA,NA,NA,"Male"
83,3329,"Elanus scriptus","Letter-winged Kite",3.37,26,2,288.6,303,NA,NA,148,"Male"
83,3331,"Rostrhamus sociabilis","Snail Kite",2.8,32,NA,394,356,NA,NA,172,"Male"
83,3335,"Ictinia mississippiensis","Mississippi Kite",2,27,NA,245,295,NA,NA,157.1,"Male"
83,3336,"Ictinia plumbea","Plumbeous Kite",NA,27,NA,239,298,NA,NA,NA,"Male"
83,3337,"Milvus milvus","Red Kite",2,63,NA,1012,490,NA,NA,327,"Male"
83,3338,"Milvus migrans","Black Kite",2.5,56,2,807,447,NA,NA,256,"Male"
83,3340,"Haliastur sphenurus","Whistling Kite",2,56.5,2,710,NA,NA,NA,255,"Male"
83,3342,"Haliaeetus leucogaster","White-bellied Fish-Eagle",2,117,2,2400,552,NA,NA,NA,"Male"
83,3344,"Haliaeetus vocifer","African Fish-Eagle",1.93,120,NA,NA,530,NA,NA,208,"Male"
83,3346,"Haliaeetus leucoryphus","Pallas's Sea-Eagle",NA,117,NA,2527,564,NA,NA,267,"Male"
83,3347,"Haliaeetus albicilla","White-tailed Eagle",2,142,NA,4014,606,NA,NA,280,"Male"
83,3348,"Haliaeetus leucocephalus","Bald Eagle",2,117,NA,4130,585.7,NA,NA,289.8,"Male"
83,3352,"Gypohierax angolensis","Palm-nut Vulture",1,107,NA,1505,NA,NA,NA,NA,"Male"
83,3353,"Gypaetus barbatus","Lammergeier",1.5,224,2,4912.5,766.25,NA,NA,492,"Male"
83,3354,"Neophron percnopterus","Egyptian Vulture",2,94,NA,1928,498.25,NA,NA,244,"Male"
83,3355,"Necrosyrtes monachus","Hooded Vulture",1,120,NA,NA,474,81.2,NA,218,"Male"
83,3356,"Gyps africanus","White-backed Vulture",1,214,NA,NA,NA,NA,NA,NA,"Male"
83,3359,"Gyps rueppellii","Rueppell's Griffon",1,225,NA,NA,NA,NA,NA,274,"Male"
83,3361,"Gyps fulvus","Eurasian Griffon",1,252,NA,8132,725,NA,NA,300,"Male"
83,3362,"Gyps coprotheres","Cape Griffon",1,240,NA,NA,NA,NA,NA,NA,"Male"
83,3363,"Aegypius monachus","Cinereous Vulture",1,243,NA,9250,772,NA,NA,365,"Male"
83,3364,"Torgos tracheliotus","Lappet-faced Vulture",1,238,NA,NA,770,146,NA,352,"Male"
83,3365,"Trigonoceps occipitalis","White-headed Vulture",NA,196,NA,NA,NA,NA,NA,NA,"Male"
83,3367,"Circaetus gallicus","Short-toed Snake-Eagle",1,136,NA,1664,523,NA,NA,268,"Male"
83,3369,"Circaetus cinereus","Brown Snake-Eagle",1,139,NA,NA,NA,NA,NA,NA,"Male"
83,3372,"Terathopius ecaudatus","Bateleur",NA,168,NA,2250,515,73,NA,109,"Male"
83,3381,"Circus aeruginosus","Western Marsh-Harrier",4.5,40,2,500,393,NA,NA,224,"Male"
83,3382,"Circus ranivorus","African Marsh-Harrier",3.63,33,NA,423,353,NA,NA,NA,"Male"
83,3384,"Circus approximans","Swamp Harrier",3.77,40,3,640,408,NA,NA,231,"Male"
83,3387,"Circus assimilis","Spotted Harrier",3.1,42,2,465,395,NA,NA,NA,"Male"
83,3388,"Circus maurus","Black Harrier",3.47,33,NA,NA,339,NA,NA,NA,"Male"
83,3389,"Circus cyaneus","Northern Harrier",4.5,31,NA,346,338,NA,NA,213,"Male"
83,3391,"Circus macrourus","Pallid Harrier",4.5,28,NA,322,340,NA,NA,208,"Male"
83,3393,"Circus pygargus","Montagu's Harrier",4.5,24,NA,265,365,NA,NA,218,"Male"
83,3396,"Kaupifalco monogrammicus","Lizard Buzzard",1.95,32,NA,241,214.5,52,NA,133,"Male"
83,3397,"Melierax metabates","Dark Chanting-Goshawk",1,50,NA,670.5,308,NA,NA,210,"Male"
83,3405,"Accipiter tachiro","African Goshawk",2.4,34,NA,230,212,NA,NA,NA,"Male"
83,3413,"Accipiter novaehollandiae","Grey Goshawk",2.45,40.5,2,356,254,NA,NA,NA,"Male"
83,3414,"Accipiter fasciatus","Brown Goshawk",3.02,32.5,2,330,264,NA,NA,202,"Male"
83,3437,"Accipiter nisus","Eurasian Sparrowhawk",5,22.5,2,150,199.5,NA,NA,149,"Male"
83,3438,"Accipiter rufiventris","Rufous-chested Sparrowhawk",2.93,23,NA,NA,214,NA,NA,158.5,"Male"
83,3443,"Accipiter cooperii","Cooper's Hawk",3.8,40,NA,103,173.5,NA,NA,NA,"Male"
83,3446,"Accipiter melanoleucus","Black Goshawk",2.8,52,NA,550,291,NA,NA,NA,"Male"
83,3448,"Accipiter gentilis","Northern Goshawk",3.5,67,2,712,314,NA,NA,223,"Male"
83,3454,"Butastur rufipennis","Grasshopper Buzzard",2,34,NA,326,286,56.5,NA,167.5,"Male"
83,3469,"Buteogallus aequinoctialis","Rufous Crab-Hawk",NA,60,NA,595,316.2,NA,NA,NA,"Male"
83,3470,"Buteogallus anthracinus","Common Black-Hawk",1.8,65,NA,793,363,NA,NA,206.4,"Male"
83,3473,"Buteogallus meridionalis","Savanna Hawk",NA,74,NA,764,400.8,NA,NA,NA,"Male"
83,3474,"Parabuteo unicinctus","Harris's Hawk",2.84,50,NA,689.7,324,NA,NA,220.3,"Male"
83,3480,"Asturina nitida","Grey-lined Hawk",NA,43.2,2,465,NA,NA,NA,NA,"Male"
83,3481,"Buteo magnirostris","Roadside Hawk",NA,37,2,290,246,NA,NA,NA,"Male"
83,3482,"Buteo lineatus","Red-shouldered Hawk",3.12,57,NA,550,323.6,NA,NA,NA,"Male"
83,3484,"Buteo platypterus","Broad-winged Hawk",2.39,42,2,357,268,NA,NA,159,"Male"
83,3488,"Buteo swainsoni","Swainson's Hawk",2.44,61,NA,808,383.6,NA,NA,204.6,"Male"
83,3495,"Buteo jamaicensis","Red-tailed Hawk",2.24,64,2,1028,369.6,NA,NA,215.4,"Male"
83,3497,"Buteo buteo","Common Buzzard",3,60,2,790,387,NA,NA,208,"Male"
83,3500,"Buteo rufinus","Long-legged Buzzard",3.5,73,NA,1035,437,NA,NA,227,"Male"
83,3502,"Buteo regalis","Ferruginous Hawk",3.75,80,NA,1163,434,NA,NA,NA,"Male"
83,3503,"Buteo lagopus","Rough-legged Hawk",3.5,60,2,824.6,417,NA,NA,211,"Male"
83,3505,"Buteo augur","Augur Buzzard",NA,54,NA,580,341,NA,NA,NA,"Male"
83,3507,"Buteo rufofuscus","Jackal Buzzard",1.99,74,NA,NA,401,NA,NA,NA,"Male"
83,3513,"Aquila pomarina","Lesser Spotted Eagle",2,88,NA,1257.5,468,NA,NA,222,"Male"
83,3514,"Aquila clanga","Greater Spotted Eagle",2,110,NA,1725.6,496,NA,NA,240,"Male"
83,3515,"Aquila rapax","Tawny Eagle",2,118,NA,1837.2,510,NA,NA,250,"Male"
83,3516,"Aquila nipalensis","Steppe Eagle",NA,117,NA,2459,533,NA,NA,NA,"Male"
83,3518,"Aquila heliaca","Imperial Eagle",2.5,132,NA,2623,587,NA,NA,276,"Male"
83,3520,"Aquila chrysaetos","Golden Eagle",2,142,2,3572,630,NA,NA,311,"Male"
83,3521,"Aquila audax","Wedge-tailed Eagle",2,143,2,3130,586.4,NA,NA,NA,"Male"
83,3522,"Aquila verreauxii","Verreaux's Eagle",2,158,NA,3730,599,NA,NA,274.5,"Male"
83,3523,"Aquila wahlbergi","Wahlberg's Eagle",1,73,NA,NA,417.5,NA,NA,222.5,"Male"
83,3524,"Hieraaetus fasciatus","Bonelli's Eagle",2,112,2,1840,443.29,NA,NA,237,"Male"
83,3526,"Hieraaetus pennatus","Booted Eagle",2,62,NA,709,358,NA,NA,195.3,"Male"
83,3527,"Hieraaetus morphnoides","Little Eagle",1.65,62,2,633,352,NA,NA,193,"Male"
83,3530,"Polemaetus bellicosus","Martial Eagle",1,182,NA,5100,585,107.5,NA,276.5,"Male"
83,3532,"Lophaetus occipitalis","Long-crested Eagle",1.56,75,NA,1137.5,363,NA,NA,196,"Male"
83,3543,"Stephanoaetus coronatus","Crowned Hawk-Eagle",1.62,112,NA,3760,467.5,NA,NA,315,"Male"
84,3545,"Sagittarius serpentarius","Secretarybird",1.96,130,NA,3809,650,NA,NA,762,"Male"
85,3553,"Polyborus plancus","Crested Caracara",NA,76,NA,1116,393,NA,NA,NA,"Male"
85,3554,"Milvago chimachima","Yellow-headed Caracara",NA,28,NA,315,285,NA,NA,NA,"Male"
85,3556,"Herpetotheres cachinnans","Laughing Falcon",NA,65,NA,620,267.1,NA,NA,NA,"Male"
85,3571,"Falco berigora","Brown Falcon",2.79,45,2,506,326,NA,NA,NA,"Male"
85,3580,"Falco rupicoloides","Greater Kestrel",3.65,22,NA,260,276,NA,NA,NA,"Male"
85,3581,"Falco alopex","Fox Kestrel",2.5,22,NA,NA,279.5,43.5,NA,196,"Male"
85,3582,"Falco ardosiaceus","Grey Kestrel",4,25,NA,232,218.5,41.5,NA,140,"Male"
85,3583,"Falco dickinsoni","Dickinson's Kestrel",NA,22,NA,288,NA,NA,NA,NA,"Male"
85,3585,"Falco chicquera","Red-necked Falcon",3.6,24,NA,NA,195,36,NA,120.5,"Male"
85,3588,"Falco eleonorae","Eleonora's Falcon",2.5,26,NA,280.5,312,NA,NA,169,"Male"
85,3591,"Falco columbarius","Merlin",4,22,2,162,199,NA,NA,119,"Male"
85,3593,"Falco subbuteo","Eurasian Hobby",3,24,NA,181.5,256,NA,NA,130,"Male"
85,3596,"Falco longipennis","Australian Hobby",2.8,28,NA,210,240.3,NA,NA,123,"Male"
85,3597,"Falco novaeseelandiae","New Zealand Falcon",2.77,36.5,2,330,255,NA,NA,175,"Male"
85,3599,"Falco subniger","Black Falcon",3.3,45,2,643.5,362,NA,NA,NA,"Male"
85,3602,"Falco cherrug","Saker Falcon",4,53,NA,875,362,NA,NA,199,"Male"
85,3603,"Falco rusticolus","Gyrfalcon",3.5,70,NA,1115,369,NA,NA,195,"Male"
85,3604,"Falco mexicanus","Prairie Falcon",4.56,49,2,565,299.4,NA,NA,169.6,"Male"
85,3605,"Falco peregrinus","Peregrine Falcon",3.5,48,2,579.2,285,NA,NA,144,"Male"
86,3621,"Podiceps grisegena","Red-necked Grebe",4.5,30.5,NA,873.5,171.3,54.3,NA,NA,"Male"
86,3622,"Podiceps cristatus","Great Crested Grebe",3.77,39.5,NA,920,195,63.6,51.8,NA,"Male"
86,3623,"Podiceps auritus","Horned Grebe",3.75,22.5,NA,NA,144,45.9,23.3,NA,"Male"
86,3629,"Aechmophorus occidentalis","Western Grebe",2.41,43.5,NA,1429,203.9,78,NA,NA,"Male"
87,3632,"Phaethon rubricauda","Red-tailed Tropicbird",1,87,2,218.7,324.6,28.2,62.4,107.6,"Male"
87,3633,"Phaethon lepturus","White-tailed Tropicbird",1,45,2,NA,287,NA,NA,107.6,"Male"
88,3634,"Papasula abbotti","Abbott's Booby",NA,112.17,2,1472.6,445.5,41.6,106.3,NA,"Male"
88,3635,"Morus bassanus","Northern Gannet",1,106,NA,2932,513,50.2,100.1,NA,"Male"
88,3636,"Morus capensis","Cape Gannet",NA,105,NA,2665,480,NA,92,NA,"Male"
88,3638,"Sula nebouxii","Blue-footed Booby",NA,61,NA,1283,431.8,NA,106,NA,"Male"
88,3640,"Sula dactylatra","Masked Booby",1.6,77,2,2000,462.2,61.3,109,183.5,"Male"
88,3641,"Sula sula","Red-footed Booby",1,53,2,928,376.6,38.5,85.1,201,"Male"
88,3642,"Sula leucogaster","Brown Booby",1.5,53,2,1188.6,389.1,47.4,97.2,196,"Male"
89,3643,"Anhinga anhinga","Anhinga",3.64,35,NA,NA,329.6,40.3,81.2,245.3,"Male"
89,3645,"Anhinga melanogaster","Oriental Darter",4,36,2,1759,NA,NA,NA,238,"Male"
90,3647,"Phalacrocorax africanus","Long-tailed Cormorant",4,23,NA,568.5,215,38.6,30.4,149,"Male"
90,3651,"Phalacrocorax melanoleucos","Little Pied Cormorant",4,26,2,800,235,40,32,151.2,"Male"
90,3653,"Phalacrocorax penicillatus","Brandt's Cormorant",2.88,51,NA,2570,291.2,NA,NA,123.7,"Male"
90,3655,"Phalacrocorax neglectus","Bank Cormorant",1.84,47,NA,2107,292,66.6,60.3,NA,"Male"
90,3657,"Phalacrocorax brasilianus","Neotropic Cormorant",3.15,42,NA,1260,263.4,52.3,48,166.6,"Male"
90,3658,"Phalacrocorax auritus","Double-crested Cormorant",3.11,48,NA,2453,311,64,57.4,144.3,"Male"
90,3660,"Phalacrocorax varius","Pied Cormorant",3.32,45,2,1800,318,68,73,NA,"Male"
90,3661,"Phalacrocorax sulcirostris","Little Black Cormorant",4,36,2,1100,262,50,48,133.4,"Male"
90,3662,"Phalacrocorax carbo","Great Cormorant",3.5,58,NA,2400,347,68,69,154,"Male"
90,3663,"Phalacrocorax capillatus","Japanese Cormorant",NA,54,NA,3171.4,NA,NA,NA,NA,"Male"
90,3665,"Phalacrocorax capensis","Cape Cormorant",2.39,45,2,1171,267,NA,55,NA,"Male"
90,3668,"Phalacrocorax atriceps","Imperial Shag",NA,50,NA,3320,286,62.9,58,NA,"Male"
90,3669,"Phalacrocorax melanogenis","Crozet Shag",2.56,53,2,2450,286,62.9,58,125,"Male"
90,3669,"Phalacrocorax bransfieldensis","Antarctic Shag",2.5,59.1,2,3022,NA,NA,NA,NA,"Male"
90,3670,"Phalacrocorax georgianus","South Georgia Shag",NA,54.6,2,2883.2,304.5,NA,12.5,NA,"Male"
90,3677,"Phalacrocorax magellanicus","Rock Shag",NA,46,NA,1553,252.2,NA,52.7,NA,"Male"
90,3678,"Phalacrocorax urile","Red-faced Cormorant",2.8,48,NA,2428.1,284.4,57.6,55.9,156.9,"Male"
90,3679,"Phalacrocorax pelagicus","Pelagic Cormorant",3.47,44,NA,2034,255.1,49.1,47.9,NA,"Male"
90,3680,"Phalacrocorax aristotelis","European Shag",3.07,51,2,1948,271,NA,NA,129,"Male"
90,3682,"Phalacrocorax punctatus","Spotted Shag",2.7,42,NA,1210,248,60,61,NA,"Male"
91,3685,"Egretta rufescens","Reddish Egret",2.9,38,NA,NA,323,137.3,NA,110,"Male"
91,3687,"Egretta ardesiaca","Black Heron",2.56,28,NA,NA,266,85,65,NA,"Male"
91,3689,"Egretta novaehollandiae","White-faced Heron",NA,32,NA,599.2,326.6,96.7,79.3,NA,"Male"
91,3690,"Egretta caerulea","Little Blue Heron",4.04,25,2,364,261,96.2,75.9,95.7,"Male"
91,3691,"Egretta garzetta","Little Egret",4.8,28,NA,555,280,101,84.4,98,"Male"
91,3694,"Egretta thula","Snowy Egret",3.64,24,2,NA,259.9,97.1,83.3,NA,"Male"
91,3696,"Egretta sacra","Pacific Reef-Egret",NA,28,2,NA,276,81.4,97.9,NA,"Male"
91,3698,"Ardea cinerea","Grey Heron",4.11,61,NA,1505,457,151,120,174,"Male"
91,3699,"Ardea herodias","Great Blue Heron",3.55,74,2,2480,NA,165.9,137,NA,"Male"
91,3701,"Ardea pacifica","Pacific Heron",3.2,42,2,NA,412.6,134.1,84.8,161.9,"Male"
91,3702,"Ardea melanocephala","Black-headed Heron",2.78,60,NA,1058.3,NA,NA,NA,NA,"Male"
91,3704,"Ardea goliath","Goliath Heron",2.5,109,NA,4327.5,591,NA,193,NA,"Male"
91,3706,"Ardea sumatrana","Great-billed Heron",NA,83,2,NA,448,160.4,176.55,173.5,"Male"
91,3707,"Ardea purpurea","Purple Heron",4.7,51,NA,917.5,371,122,126,125,"Male"
91,3709,"Casmerodius albus","Great Egret",NA,61,2,1030,438,190,123,NA,"Male"
91,3710,"Mesophoyx intermedia","Intermediate Egret",NA,31,NA,NA,NA,NA,NA,NA,"Male"
91,3711,"Bubulcus ibis","Cattle Egret",4.5,28,2,311,253,77,NA,87.5,"Male"
91,3722,"Nyctanassa violacea","Yellow-crowned Night-Heron",3.52,38,NA,716,294,99,71,109,"Male"
91,3723,"Nycticorax nycticorax","Black-crowned Night-Heron",4,34,2,682,NA,NA,NA,NA,"Male"
91,3724,"Nycticorax caledonicus","Rufous Night-Heron",3.5,38,2,795,297.3,82.1,73.3,103.9,"Male"
91,3725,"Gorsachius leuconotus","White-backed Night-Heron",2.62,28,NA,NA,NA,NA,NA,NA,"Male"
91,3744,"Dupetor flavicollis","Black Bittern",NA,29,NA,NA,206.5,63.65,75.1,NA,"Male"
91,3745,"Botaurus lentiginosus","American Bittern",3.75,36,NA,372,281.5,NA,76,NA,"Male"
91,3747,"Botaurus stellaris","Great Bittern",5,42,NA,2906,346,102,69.1,117,"Male"
91,3748,"Botaurus poiciloptilus","Australasian Bittern",4.5,39,NA,1353,359,105.9,71.1,123.6,"Male"
92,3749,"Scopus umbretta","Hamerkop",4.4,28.5,NA,NA,NA,NA,NA,NA,"Male"
93,3750,"Phoenicopterus ruber","Greater Flamingo",1,142,NA,3579,428,323,121,156,"Male"
93,3752,"Phoenicopterus minor","Lesser Flamingo",NA,117,NA,1930,334,205,NA,131,"Male"
94,3758,"Plegadis falcinellus","Glossy Ibis",4,38,NA,662.5,297,107,132,106,"Male"
94,3767,"Bostrychia hagedash","Hadada Ibis",2.71,62,NA,NA,NA,NA,NA,NA,"Male"
94,3771,"Geronticus eremita","Waldrapp",3,68,NA,NA,411.5,NA,141,NA,"Male"
94,3772,"Geronticus calvus","Bald Ibis",1.99,68,NA,NA,NA,NA,NA,NA,"Male"
94,3774,"Threskiornis aethiopicus","Sacred Ibis",2.24,62,NA,1530,383,108,170,133.7,"Male"
94,3776,"Threskiornis molucca","Australian Ibis",2.73,69,5,2005.9,389,103,190.5,126.3,"Male"
94,3777,"Threskiornis spinicollis","Straw-necked Ibis",3.5,69,2,1465,387.7,93.1,167.2,141.2,"Male"
94,3782,"Platalea leucorodia","Eurasian Spoonbill",3.5,76,NA,1393,394,149,213,117,"Male"
94,3783,"Platalea regia","Royal Spoonbill",3.14,69,2,1886,371,122.5,212.3,NA,"Male"
94,3786,"Platalea flavipes","Yellow-billed Spoonbill",3.05,81,2,1871,424,134,231,143,"Male"
94,3787,"Ajaia ajaja","Roseate Spoonbill",NA,68,NA,1430,351,114,54,NA,"Male"
95,3789,"Pelecanus onocrotalus","Great White Pelican",2,180,NA,11450,684,145,409,176,"Male"
95,3790,"Pelecanus rufescens","Pink-backed Pelican",NA,116,NA,5970,605,96,357,172,"Male"
95,3794,"Pelecanus erythrorhynchos","American White Pelican",2,150,NA,6920,608.2,122.5,342.3,160,"Male"
95,3795,"Pelecanus occidentalis","Brown Pelican",2.95,91,NA,3290,478,71,288,126,"Male"
